X,Y,full_id,osm_id,osm_type,shop,start_date,ref,historic:name,historic:alt_name,historic,check_date:opening_hours,building:levels,payment:visa,payment:mastercard,check_date,building_2,building_1,short_name,comments,alt_name,addr:housename,official_name,wheelchair,cuisine,contact:website,branch,organic,operator,contact:phone,website,phone,parking,opening_hours,name,designation,building,brand:wikidata,brand,addr:street,addr:state,addr:postcode,addr:housenumber,addr:city,outdoor_seating,indoor_seating,diet:halal,amenity,entrance,level,layer,path
570372.968028422,4183199.36219759,w236495188,"236495188",way,supermarket,,,,,,,,,,,,,,,,,,,,,,yes,,+1-510-482-8178,http://farmerjoesmarketplace.com/,,,"Mo-Fr 09:00-20:00; Sa-Su 9:00-19:30",Farmer Joe's,,retail,,,MacArthur Boulevard,,,"3501",,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
571977.155361628,4183756.61769118,w241077434,"241077434",way,supermarket,,,,,,,,,,,,,,,,,,,,,"0638",,,,https://local.safeway.com/safeway/ca/oakland/4100-redwood-rd.html,+1 510-531-0565,,"06:00-24:00",Safeway,Safeway 0638,yes,Q1508234,Safeway,Redwood Road,CA,"94619","4100",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
566390.555966283,4185814.05363354,w241080851,"241080851",way,supermarket,,,,,,,,,,,,,,,,,,,,,"1119",,,,https://local.safeway.com/safeway/ca/oakland/3747-grand-ave.html,+1 510-465-4187,,"06:00-24:00",Safeway,Safeway 1119,yes,Q1508234,Safeway,Grand Avenue,CA,"94610","3747",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
569393.589300126,4180962.79209284,w311006345,"311006345",way,supermarket,,,,,,,,,,,,,,,,,,,latin_american,,,,,,,,,,Cardenas,,yes,Q64149543,Cardenas,High Street,,,"1630",,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
564914.832031645,4186026.98625956,w312196450,"312196450",way,supermarket,,,,,,,,,,,,,Sprouts,"store open as of 1-13-2016, building footprint is rough and needs to be updated",Shops at Broadway,,,,,,Oakland,,,,https://www.sprouts.com/store/ca/oakland/oakland/,+1 510-851-7688,,Mo-Su 07:00-22:00,Sprouts Farmers Market,,yes,Q7581369,Sprouts Farmers Market,Broadway,CA,"94611","3001;3015;3025;3039",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
571112.174053546,4180762.89789506,w313513853,"313513853",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShopRite,,yes,Q7501097,ShopRite,Avenal Avenue,,,"5720",,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
575021.42677552,4177661.78693135,w315837049,"315837049",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foods Co,,yes,Q5465282,Foods Co,,,,,,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
568734.274434031,4182949.69667958,w347004781,"347004781",way,supermarket,,,,,,,,yes,yes,2022-10-31,grocery,Groceries,,,,,,yes,,,,,,,,,,"07:00-20:30",Mi Tierra Super Mercado,,produce,,,Fruitvale Avenue,CA,"94601","2758",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
569335.030441375,4185232.82783473,w362487046,"362487046",way,supermarket,,,,,,,,,,,,,,,,,,,,http://www.rockysmarket.com/,,,,+1-510-482-2474,,,,"08:00-20:00",Rocky's Market,,yes,,,Leimert Boulevard,,"94602","1440",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
572929.3474477,4177961.15687638,w390267883,"390267883",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Super Mercado Mi Tierra,,yes,,,International Boulevard,,,"9509;9521",,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
572999.411562723,4177979.63970626,w390267900,"390267900",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Super Mercado Mi Tierra,,yes,,,International Boulevard,,,"9520;9526",,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
568933.641983878,4180904.93550468,w390271194,"390271194",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart & Final Extra!,,yes,Q7543916,Smart & Final,International Boulevard,,,"4117",,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
569275.549387982,4180930.74123583,w390271195,"390271195",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Super Mercado Mi Tierra,,yes,,,,,,,,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
569887.105786107,4181690.9388088,w464466004,"464466004",way,grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Island Market,,yes,,,High Street,CA,"94601","2314",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
567421.982519043,4182196.22985197,w473154239,"473154239",way,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Ranchito Market,,retail,,,23rd Avenue,CA,"94606","1536",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
565073.088922714,4185326.12613726,w775827045,"775827045",way,supermarket,"1890",oakland,Cox Cadillac Showroom,Piedmont Consolidated Cable Company Powerhouse and Car Barn,building,2024-10-03,"2",,,2024-10-03,,,,,,,,yes,,,Oakland,,,,https://www.wholefoodsmarket.com/stores/oakland,+1 510-834-9800,,Mo-Su 08:00-22:00,Whole Foods Market,,supermarket,Q1809448,Whole Foods Market,Bay Place,CA,"94612","230",Oakland,,,,,,,oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=start_date:string(0,0)&field=ref:string(0,0)&field=historic%3Aname:string(0,0)&field=historic%3Aalt_name:string(0,0)&field=historic:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=building%3Alevels:string(0,0)&field=payment%3Avisa:string(0,0)&field=payment%3Amastercard:string(0,0)&field=check_date:string(0,0)&field=building_2:string(0,0)&field=building_1:string(0,0)&field=short_name:string(0,0)&field=comments:string(0,0)&field=alt_name:string(0,0)&field=addr%3Ahousename:string(0,0)&field=official_name:string(0,0)&field=wheelchair:string(0,0)&field=cuisine:string(0,0)&field=contact%3Awebsite:string(0,0)&field=branch:string(0,0)&field=organic:string(0,0)&field=operator:string(0,0)&field=contact%3Aphone:string(0,0)&field=website:string(0,0)&field=phone:string(0,0)&field=parking:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=designation:string(0,0)&field=building:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={9b6a210f-02c6-4379-8d5b-9a40f04860dc}"
565756.524990247,4188940.97082149,n212435197,"212435197",node,supermarket,,"231",,,,2025-07-21,,,,,,,,,,,,,,,Oakland - Rockridge,,,,https://locations.traderjoes.com/ca/oakland/231/,+1 510-923-9428,,Mo-Su 08:00-21:00,Trader Joe's,,,Q688825,Trader Joe's,College Avenue,CA,"94618","5727",Oakland,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
