fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,layer,path,field_1,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,City_name,year,total_pop,white_nh,black_nh,asian_nh,hispanic,pct_white_nh,pct_black_nh,pct_asian_nh,pct_hispanic,pct_poc,median_income,median_home_value,housing_units_total,owner_occupied,renter_occupied,homeownership_rate,area_sq_miles,pop_density,weight_supply_sum,Accessibility_Index,NAME_x,group_0_17,group_18_34,group_35_49,group_50_up,NAME_y,below_high_school,high_school_grad,some_college_assoc,bachelors_plus
13,"06","001","422902","06001422902","4229.02",Census Tract 4229.02,G5020,S,385452,0,"+37.8687746","-122.2698172",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"5",,,"1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","2214.0","641.0","105.0","905.0","186.0","0.2895212285456190","0.0474254742547425","0.4087624209575430","0.084010840108401","0.7104787714543810","60078.0",,"1271.0","0.0","1271.0","0.0","0.146673561931656","15094.744893641000","456404456.54","206144.741","Census Tract 4229.02; Alameda County; California","113","1556","142","403","Census Tract 4229.02; Alameda County; California","20","71","354","566"
14,"06","001","422901","06001422901","4229.01",Census Tract 4229.01,G5020,S,158830,0,"+37.8657427","-122.2678632",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"8","49604.0","48626.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","1768.0","660.0","92.0","751.0","174.0","0.3733031674208150","0.0520361990950226","0.4247737556561090","0.0984162895927601","0.6266968325791860","35917.0",,"855.0","9.0","846.0","0.0105263157894736","0.0614237647120844","28783.647636826900","333958056.54","188890.303","Census Tract 4229.01; Alameda County; California","35","1374","136","223","Census Tract 4229.01; Alameda County; California","0","11","94","536"
15,"06","075","020602","06075020602","206.02",Census Tract 206.02,G5020,S,246264,0,"+37.7578121","-122.4306825",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"242","196417.0","72402.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2379.0","1658.0","68.0","237.0","175.0","0.6969314838167300","0.0285834384195039","0.0996216897856242","0.0735603194619588","0.3030685161832700","207958.0","1584800.0","1317.0","633.0","684.0","0.4806378132118450","0.0950670070921448","25024.45456912430","595620700.0","250365.994","Census Tract 206.02; San Francisco County; California","176","403","413","1387","Census Tract 206.02; San Francisco County; California","22","30","249","1832"
16,"06","001","408000","06001408000","4080",Census Tract 4080,G5020,S,1955276,0,"+37.8029603","-122.1828718",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"160","192159.0","29195.0","1017",Oakland,Alameda County,Oakland,"653000",City,City of Oakland,"2411292",Oakland,"2024.0","2758.0","1673.0","175.0","551.0","286.0","0.6065989847715740","0.0634517766497461","0.1997824510514870","0.103698332124728","0.3934010152284260","216989.0","1298200.0","1005.0","864.0","141.0","0.8597014925373130","0.7493601151589150","3680.4734388820800","216453100.0","78481.907","Census Tract 4080; Alameda County; California","309","728","443","1278","Census Tract 4080; Alameda County; California","11","117","253","1616"
17,"06","001","404300","06001404300","4043",Census Tract 4043,G5020,S,1817027,37495,"+37.8448210","-122.2385523",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"45","227237.0","58110.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","3600.0","2585.0","87.0","407.0","219.0","0.7180555555555560","0.0241666666666666","0.1130555555555560","0.0608333333333333","0.2819444444444440","232386.0","2000001.0","1453.0","1317.0","136.0","0.9064005505849970","0.7161583206827860","5026.821438823410","337685000.0","93801.389","Census Tract 4043; Alameda County; California","765","445","656","1734","Census Tract 4043; Alameda County; California","0","105","265","2239"
18,"06","001","405301","06001405301","4053.01",Census Tract 4053.01,G5020,S,227753,0,"+37.8020757","-122.2513558",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"131","112656.0","34438.0","1017",Oakland,Alameda County,Oakland,"653000",City,City of Oakland,"2411292",Oakland,"2024.0","2979.0","1215.0","796.0","363.0","278.0","0.4078549848942600","0.2672037596508900","0.1218529707955690","0.0933199060087277","0.5921450151057400","110913.0","815800.0","1542.0","104.0","1438.0","0.0674448767833981","0.0898522211257231","33154.43917442750","163997400.0","55051.158","Census Tract 4053.01; Alameda County; California","286","1206","860","627","Census Tract 4053.01; Alameda County; California","99","235","387","1903"
19,"06","001","982000","06001982000","9820",Census Tract 9820,G5020,S,1269350,453537,"+37.7960280","-122.2953295",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"111","129167.0","64258.0","1017",Oakland,Alameda County,Oakland,"653000",City,City of Oakland,"2411292",Oakland,"2024.0","54.0","27.0","0.0","27.0","0.0","0.5","0.0","0.5","0.0","0.5","137750.0","1056300.0","37.0","31.0","6.0","0.8378378378378380","0.6728384280804210","80.25700932995120","207395700.0","3840661.111","Census Tract 9820; Alameda County; California","0","0","18","36","Census Tract 9820; Alameda County; California","0","0","5","49"
20,"06","001","403502","06001403502","4035.02",Census Tract 4035.02,G5020,S,181133,0,"+37.8159444","-122.2569636",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"125","108478.0","38557.0","1017",Oakland,Alameda County,Oakland,"653000",City,City of Oakland,"2411292",Oakland,"2024.0","2052.0","922.0","406.0","215.0","298.0","0.449317738791423","0.1978557504873290","0.1047758284600390","0.145224171539961","0.550682261208577","115000.0","769000.0","1180.0","119.0","1061.0","0.1008474576271190","0.0657453041307516","31211.354592246800","344694400.0","167979.727","Census Tract 4035.02; Alameda County; California","156","810","520","566","Census Tract 4035.02; Alameda County; California","58","70","476","1154"
21,"06","001","403702","06001403702","4037.02",Census Tract 4037.02,G5020,S,199100,0,"+37.8094979","-122.2520933",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"129","115156.0","24746.0","1017",Oakland,Alameda County,Oakland,"653000",City,City of Oakland,"2411292",Oakland,"2024.0","2198.0","1189.0","243.0","219.0","309.0","0.5409463148316650","0.1105550500454960","0.0996360327570518","0.140582347588717","0.4590536851683350","117470.0","897100.0","1259.0","230.0","1029.0","0.1826846703733120","0.0780184470001004","28172.82430650240","316544200.0","144014.65","Census Tract 4037.02; Alameda County; California","191","874","584","549","Census Tract 4037.02; Alameda County; California","24","200","240","1356"
22,"06","075","017102","06075017102","171.02",Census Tract 171.02,G5020,S,294894,0,"+37.7654353","-122.4504754",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"350","171205.0","32468.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3165.0","2216.0","39.0","283.0","412.0","0.7001579778830960","0.0123222748815165","0.0894154818325434","0.130173775671406","0.2998420221169040","173594.0","1614800.0","1509.0","516.0","993.0","0.341948310139165","0.113081978337143","27988.544651773400","547109900.0","172862.528","Census Tract 171.02; San Francisco County; California","405","1216","659","885","Census Tract 171.02; San Francisco County; California","98","114","190","2063"
23,"06","075","012302","06075012302","123.02",Census Tract 123.02,G5020,S,92653,0,"+37.7870222","-122.4120970",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"311","43879.0","14641.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2700.0","1034.0","195.0","832.0","457.0","0.3829629629629630","0.0722222222222222","0.3081481481481480","0.1692592592592590","0.617037037037037","44954.0",,"1889.0","0.0","1889.0","0.0","0.0357689269929829","75484.51203273950","534747728.571429","198054.714","Census Tract 123.02; San Francisco County; California","146","772","737","1045","Census Tract 123.02; San Francisco County; California","305","452","632","1013"
24,"06","075","016801","06075016801","168.01",Census Tract 168.01,G5020,S,226534,0,"+37.7713309","-122.4290133",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"250","182344.0","48166.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4223.0","1704.0","230.0","833.0","1102.0","0.4035046175704480","0.0544636514326308","0.1972531375799200","0.2609519299076490","0.5964953824295530","123147.0","1169400.0","2061.0","364.0","1697.0","0.1766132945172250","0.0911409445805352","46334.82809988230","880513942.857143","208504.367","Census Tract 168.01; San Francisco County; California","609","1146","1391","1077","Census Tract 168.01; San Francisco County; California","277","314","493","2329"
25,"06","075","011902","06075011902","119.02",Census Tract 119.02,G5020,S,93053,0,"+37.7909959","-122.4098067",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"382","81995.0","14042.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3032.0","1074.0","54.0","1174.0","529.0","0.354221635883905","0.0178100263852242","0.3872031662269130","0.1744722955145120","0.645778364116095","75625.0","778600.0","1745.0","120.0","1625.0","0.0687679083094555","0.0359440320644556","84353.3634335444","453856942.857143","149688.965","Census Tract 119.02; San Francisco County; California","187","1246","573","1026","Census Tract 119.02; San Francisco County; California","435","352","440","1381"
26,"06","075","012202","06075012202","122.02",Census Tract 122.02,G5020,S,94685,0,"+37.7854270","-122.4196803",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"320","50583.0","21523.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2915.0","1044.0","373.0","766.0","504.0","0.358147512864494","0.1279588336192110","0.262778730703259","0.1728987993138940","0.641852487135506","57897.0","1849700.0","1374.0","149.0","1225.0","0.1084425036390100","0.0365521669102257","79749.0339535659","646627128.571429","221827.488","Census Tract 122.02; San Francisco County; California","184","828","671","1232","Census Tract 122.02; San Francisco County; California","243","694","808","966"
27,"06","075","012601","06075012601","126.01",Census Tract 126.01,G5020,S,170458,0,"+37.8022683","-122.4391509",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"221","180123.0","11356.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2105.0","1504.0","0.0","197.0","133.0","0.7144893111638960","0.0","0.0935866983372921","0.0631828978622327","0.2855106888361050","171058.0","2000001.0","1282.0","286.0","996.0","0.2230889235569420","0.0661630007687762","31815.364713527300","473883542.857143","225122.823","Census Tract 126.01; San Francisco County; California","221","956","432","496","Census Tract 126.01; San Francisco County; California","50","106","134","1448"
28,"06","075","012602","06075012602","126.02",Census Tract 126.02,G5020,S,609462,537823,"+37.8062885","-122.4348613",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"224","189500.0","56360.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3071.0","2508.0","8.0","212.0","137.0","0.8166720937805280","0.0026050146532074","0.0690328883099967","0.0446108759361771","0.1833279062194720","244000.0","1945300.0","1470.0","454.0","1016.0","0.308843537414966","0.2331651084656490","13170.92433001150","488813342.857143","159170.74","Census Tract 126.02; San Francisco County; California","367","1463","716","525","Census Tract 126.02; San Francisco County; California","87","42","109","2183"
29,"06","075","012902","06075012902","129.02",Census Tract 129.02,G5020,S,352884,0,"+37.8006183","-122.4321105",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"216","205463.0","15824.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2589.0","1751.0","18.0","436.0","172.0","0.6763229045963690","0.0069524913093858","0.1684047894940130","0.0664349169563538","0.3236770954036310","189444.0","1976600.0","1734.0","403.0","1331.0","0.2324106113033450","0.1368856740067950","18913.59354282370","566424528.571429","218781.201","Census Tract 129.02; San Francisco County; California","124","1372","405","688","Census Tract 129.02; San Francisco County; California","0","157","419","1657"
30,"06","075","013101","06075013101","131.01",Census Tract 131.01,G5020,S,173031,0,"+37.7937795","-122.4247496",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"333","219107.0","37009.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3768.0","2056.0","48.0","1254.0","270.0","0.5456475583864120","0.0127388535031847","0.3328025477707010","0.071656050955414","0.4543524416135880","197014.0","1301600.0","2233.0","508.0","1725.0","0.2274966412897450","0.0668969768694778","56325.415232914300","551331228.571429","146319.328","Census Tract 131.01; San Francisco County; California","269","1755","638","1106","Census Tract 131.01; San Francisco County; California","161","45","379","2711"
31,"06","075","013102","06075013102","131.02",Census Tract 131.02,G5020,S,237884,0,"+37.7926200","-122.4274313",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"332","242969.0","80413.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2550.0","1534.0","101.0","317.0","419.0","0.6015686274509800","0.0396078431372549","0.124313725490196","0.164313725490196","0.3984313725490200","250001.0","2000001.0","1482.0","411.0","1071.0","0.2773279352226720","0.0918771771630581","27754.444343391300","591505728.571429","231963.031","Census Tract 131.02; San Francisco County; California","253","885","621","791","Census Tract 131.02; San Francisco County; California","11","39","250","1887"
32,"06","075","015801","06075015801","158.01",Census Tract 158.01,G5020,S,343934,0,"+37.7813045","-122.4373585",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"258","121058.0","45413.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3384.0","1126.0","640.0","919.0","481.0","0.33274231678487","0.1891252955082740","0.2715721040189130","0.1421394799054370","0.66725768321513","121563.0","1170000.0","1527.0","443.0","1084.0","0.2901113294040600","0.132198568116665","25597.85668036610","707656742.857143","209118.423","Census Tract 158.01; San Francisco County; California","598","979","812","995","Census Tract 158.01; San Francisco County; California","134","302","500","1619"
33,"06","075","016802","06075016802","168.02",Census Tract 168.02,G5020,S,215267,0,"+37.7735446","-122.4249292",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"251","141518.0","61607.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3943.0","2049.0","196.0","789.0","348.0","0.5196550849606900","0.0497083439005833","0.2001014455997970","0.0882576718234846","0.4803449150393100","135588.0","1322000.0","1924.0","300.0","1624.0","0.1559251559251560","0.0791286097897903","49830.27011942710","923824542.857143","234294.837","Census Tract 168.02; San Francisco County; California","202","2056","751","934","Census Tract 168.02; San Francisco County; California","219","278","919","1842"
34,"06","075","017101","06075017101","171.01",Census Tract 171.01,G5020,S,313368,0,"+37.7657245","-122.4460838",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"352","199676.0","26515.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4003.0","2595.0","36.0","517.0","278.0","0.6482638021483890","0.0089932550587059","0.1291531351486390","0.0694479140644516","0.3517361978516110","201944.0","2000001.0","1710.0","552.0","1158.0","0.3228070175438600","0.1184364273487630","33798.722990961700","559516400.0","139774.269","Census Tract 171.01; San Francisco County; California","860","1397","666","1080","Census Tract 171.01; San Francisco County; California","32","89","339","2497"
35,"06","075","017801","06075017801","178.01",Census Tract 178.01,G5020,S,214051,0,"+37.7820284","-122.4011589",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"394","25625.0","11814.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3019.0","463.0","34.0","2247.0","189.0","0.153362040410732","0.0112620072871811","0.7442861874792980","0.0626035110963895","0.8466379595892680","28408.0","919600.0","2247.0","447.0","1800.0","0.198931909212283","0.0826607670694186","36522.76777766460","560852628.571429","185774.306","Census Tract 178.01; San Francisco County; California","0","562","367","2090","Census Tract 178.01; San Francisco County; California","813","462","451","1233"
36,"06","075","022704","06075022704","227.04",Census Tract 227.04,G5020,S,544609,0,"+37.7609519","-122.4019893",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"391","250001.0",,"38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4026.0","1946.0","108.0","1037.0","493.0","0.483358171882762","0.0268256333830104","0.2575757575757580","0.1224540486835570","0.516641828117238","250001.0","1675800.0","1855.0","958.0","897.0","0.5164420485175200","0.208528847940174","19306.68125666260","572362542.857143","142166.553","Census Tract 227.04; San Francisco County; California","757","1192","923","1154","Census Tract 227.04; San Francisco County; California","153","42","235","2747"
